id,set
120691,train
120694,train
120742,train
120772,train
120799,train
12083,train
120848,train
120859,train
12085,train
120864,train
12088,train
120893,train
120903,train
12091,train
120954,train
121038,train
121075,train
121077,train
121104,train
12112,train
121135,train
121142,train
121170,train
121175,train
121178,train
121181,train
121198,train
121200,train
121213,train
121214,train
121220,train
121227,train
121232,train
121255,train
121263,train
121307,train
121312,train
121356,train
121389,train
121391,train
121401,train
121413,train
121416,train
121460,train
121484,train
121490,train
121523,train
121525,train
121526,train
121530,train
121538,train
121561,train
121584,train
121615,train
121623,train
12164,train
121660,train
121672,train
121691,train
121742,train
121747,train
121770,train
121773,train
121823,train
121835,train
121842,train
121875,train
121879,train
121913,train
121968,train
121988,train
122028,train
122043,train
122049,train
122058,train
122062,train
122079,train
122083,train
122087,train
122144,train
122161,train
122170,train
122183,train
122189,train
122210,train
122212,train
122222,train
122226,train
122228,train
12224,train
122344,train
122374,train
122391,train
12248,train
122516,train
122547,train
122562,train
122582,train
122609,train
122664,train
122722,train
122779,train
122785,train
122803,train
122918,train
122931,train
122956,train
123049,train
123086,train
123094,train
123171,train
123195,train
123226,train
123233,train
123249,train
123263,train
12327,train
123287,train
123297,train
12329,train
123304,train
12330,train
12331,train
123325,train
123364,train
12337,train
12339,train
12341,train
123428,train
123511,train
123515,train
123524,train
123532,train
123534,train
123594,train
123610,train
123627,train
123645,train
123649,train
123672,train
123685,train
123694,train
123698,train
123699,train
123714,train
123723,train
123821,train
123822,train
123823,train
123824,train
123833,train
123854,train
123856,train
123874,train
123877,train
123887,train
123947,train
123994,train
124016,train
124051,train
124064,train
12408,train
124099,train
124102,train
124197,train
124245,train
124257,train
124268,train
124341,train
124360,train
124369,train
124375,train
12437,train
124385,train
124438,train
124502,train
124516,train
124522,train
124528,train
124553,train
124558,train
124584,train
124614,train
124648,train
124676,train
124699,train
124717,train
124720,train
124726,train
124753,train
124756,train
124766,train
124767,train
124798,train
124894,train
124910,train
124930,train
125017,train
125020,train
125031,train
125055,train
125125,train
125247,train
125349,train
125372,train
125416,train
125424,train
125441,train
125540,train
125553,train
125563,train
125571,train
125590,train
12563,train
125673,train
125678,train
125687,train
125697,train
125736,train
125769,train
12578,train
125794,train
125796,train
12579,train
125881,train
125938,train
125956,train
125986,train
12604,train
12607,train
126139,train
126145,train
126147,train
126156,train
126186,train
126195,train
12621,train
126285,train
126301,train
126329,train
126370,train
126382,train
126420,train
126425,train
126430,train
126436,train
126438,train
126440,train
126502,train
126508,train
126580,train
126601,train
126605,train
126606,train
126648,train
126662,train
126678,train
126695,train
12669,train
126733,train
126756,train
126819,train
126827,train
126834,train
126837,train
126850,train
126851,train
12688,train
126894,train
126963,train
126983,train
126985,train
126993,train
127032,train
127053,train
127098,train
127120,train
127192,train
127207,train
127214,train
127239,train
127290,train
127302,train
127328,train
127373,train
127375,train
127379,train
127385,train
127406,train
127434,train
127442,train
127450,train
12749,train
127517,train
127547,train
127548,train
12754,train
127550,train
127564,train
127565,train
127587,train
127695,train
127710,train
127712,train
127714,train
127721,train
127736,train
127883,train
127916,train
127935,train
127948,train
127980,train
128013,train
128033,train
128091,train
128098,train
128115,train
128161,train
12816,train
128171,train
128186,train
128190,train
128204,train
128229,train
128247,train
128250,train
128254,train
128265,train
128266,train
128281,train
128298,train
128337,train
128346,train
128359,train
128381,train
128419,train
12842,train
128493,train
128503,train
128507,train
128519,train
128534,train
12853,train
128541,train
128542,train
128551,train
12857,train
128605,train
128613,train
128628,train
128631,train
128638,train
128653,train
128661,train
128671,train
128679,train
128692,train
128697,train
128707,train
128708,train
128715,train
128761,train
12876,train
128825,train
128827,train
128830,train
128847,train
128865,train
128871,train
128885,train
128887,train
128890,train
128903,train
128982,train
128990,train
128992,train
129014,train
129030,train
129032,train
129033,train
129040,train
129052,train
129056,train
129058,train
129070,train
129071,train
129075,train
129144,train
129149,train
129189,train
129216,train
129233,train
129275,train
129282,train
12930,train
129354,train
129355,train
129377,train
129379,train
129381,train
129385,train
129388,train
129390,train
129397,train
129402,train
129403,train
129427,train
129428,train
129445,train
129475,train
129481,train
129487,train
129489,train
129490,train
129560,train
129568,train
129608,train
129680,train
129683,train
129686,train
129687,train
129692,train
129708,train
129719,train
129721,train
129729,train
129730,train
129734,train
129736,train
129740,train
129747,train
129769,train
129792,train
12979,train
129866,train
129882,train
129889,train
129920,train
129922,train
129927,train
129954,train
129977,train
129983,train
130019,train
130026,train
130054,train
130061,train
130063,train
130065,train
130066,train
130076,train
130086,train
130124,train
130134,train
130158,train
130163,train
130222,train
130311,train
130316,train
130327,train
130351,train
130382,train
130387,train
130388,train
130406,train
130408,train
130425,train
130426,train
130450,train
13046,train
130513,train
13058,train
130590,train
130593,train
130606,train
130614,train
130625,train
13062,train
130631,train
130634,train
130637,train
130650,train
130660,train
130695,train
130698,train
130704,train
130713,train
130717,train
130727,train
130728,train
130823,train
130826,train
130831,train
130839,train
130842,train
130847,train
130855,train
130974,train
130976,train
130988,train
130999,train
131006,train
131013,train
131021,train
131028,train
131041,train
131105,train
131116,train
131124,train
131137,train
13113,train
131149,train
131173,train
131179,train
131182,train
131188,train
131212,train
131226,train
131230,train
131239,train
131240,train
131286,train
131299,train
131329,train
131336,train
131355,train
131356,train
131361,train
131373,train
131432,train
131458,train
131497,train
13149,train
131538,train
131556,train
131557,train
131571,train
131587,train
131600,train
131601,train
131609,train
131614,train
131624,train
131721,train
131751,train
131772,train
131788,train
131816,train
131822,train
131826,train
131840,train
131849,train
131863,train
131883,train
131885,train
131923,train
131943,train
131950,train
131988,train
132066,train
132069,train
132106,train
132126,train
132134,train
132160,train
132191,train
132204,train
132263,train
132265,train
132271,train
132277,train
132287,train
1322,train
132304,train
1323,train
132401,train
132460,train
132467,train
13246,train
132513,train
132554,train
132561,train
132567,train
132574,train
132580,train
132598,train
132602,train
132605,train
132626,train
132627,train
132633,train
132645,train
132659,train
132695,train
132709,train
132717,train
132744,train
132782,train
132799,train
132804,train
13283,train
13284,train
132852,train
13285,train
132887,train
132902,train
132967,train
132983,train
132984,train
132998,train
133004,train
133015,train
133018,train
133024,train
133026,train
133028,train
133033,train
133038,train
133096,train
133105,train
13315,train
133196,train
133210,train
133282,train
13330,train
133315,train
133328,train
133340,train
133348,train
133361,train
133362,train
133380,train
13342,train
133435,train
13347,train
133519,train
133563,train
133577,train
133603,train
133608,train
133623,train
133643,train
133650,train
133666,train
133682,train
133689,train
133694,train
133703,train
133705,train
133746,train
133757,train
133763,train
133824,train
133844,train
133871,train
133906,train
133920,train
133930,train
133955,train
133968,train
133978,train
133988,train
133993,train
134042,train
134063,train
134105,train
134115,train
134118,train
134134,train
134140,train
13416,train
134249,train
13424,train
134279,train
134300,train
134327,train
134348,train
134352,train
134376,train
134400,train
134405,train
134408,train
134422,train
134423,train
134436,train
134446,train
134447,train
134448,train
134463,train
134491,train
134556,train
13458,train
134601,train
134610,train
134624,train
134632,train
134635,train
134660,train
134674,train
134696,train
134731,train
134739,train
134742,train
134746,train
134753,train
134757,train
134770,train
134773,train
134774,train
134817,train
134830,train
134877,train
134898,train
134899,train
134937,train
134945,train
134984,train
134994,train
134998,train
135025,train
135078,train
135082,train
135100,train
135132,train
135142,train
13514,train
135152,train
135230,train
135246,train
135271,train
135311,train
135337,train
135368,train
135374,train
135389,train
135399,train
135408,train
135422,train
135426,train
135443,train
135471,train
135481,train
135492,train
13549,train
135504,train
135508,train
135509,train
135512,train
135517,train
135536,train
135543,train
135549,train
135550,train
135610,train
135616,train
13561,train
135657,train
135664,train
135705,train
135750,train
135783,train
135784,train
135875,train
135887,train
135888,train
135892,train
135896,train
135912,train
135913,train
135927,train
136043,train
136064,train
136113,train
136126,train
136151,train
136174,train
136239,train
136246,train
136271,train
136278,train
136292,train
136295,train
136352,train
136388,train
136402,train
136407,train
136408,train
13640,train
136413,train
136417,train
136419,train
13642,train
13649,train
136509,train
136514,train
136526,train
136575,train
136623,train
136631,train
136650,train
136654,train
136668,train
136682,train
136695,train
136718,train
136725,train
136751,train
136804,train
136808,train
136815,train
136821,train
136834,train
136858,train
136874,train
136934,train
136935,train
136968,train
136969,train
136991,train
13699,train
137000,train
137006,train
137036,train
137059,train
137061,train
137138,train
137174,train
137196,train
137207,train
137211,train
137226,train
137227,train
137247,train
137272,train
137274,train
137284,train
137334,train
137366,train
137367,train
137385,train
137386,train
137388,train
1373,train
137439,train
137461,train
137474,train
137480,train
137518,train
137580,train
137592,train
13759,train
137632,train
137638,train
137643,train
137666,train
137690,train
137692,train
137704,train
13770,train
137720,train
137726,train
137728,train
137731,train
137734,train
137735,train
137737,train
137738,train
137788,train
137791,train
137843,train
137848,train
13785,train
137871,train
137872,train
137875,train
137925,train
13792,train
137,train
138001,train
138004,train
138007,train
138022,train
138048,train
138051,train
138053,train
138066,train
138085,train
138091,train
138092,train
138101,train
138123,train
138169,train
138250,train
138279,train
138288,train
138300,train
138321,train
138337,train
138350,train
138360,train
138413,train
138425,train
138434,train
138440,train
138474,train
138479,train
138490,train
138499,train
138530,train
138637,train
138683,train
138685,train
13869,train
138709,train
138714,train
13874,train
13878,train
138807,train
138809,train
138838,train
138874,train
138880,train
138884,train
138899,train
138914,train
138935,train
13893,train
138962,train
138972,train
139045,train
139062,train
139087,train
139176,train
139178,train
139182,train
13919,train
139232,train
139240,train
139282,train
139286,train
139351,train
13940,train
13945,train
139463,train
139483,train
139487,train
139517,train
139556,train
139597,train
139607,train
139611,train
139616,train
139635,train
139637,train
139647,train
139651,train
139654,train
139655,train
139662,train
139665,train
139673,train
139716,train
139815,train
139833,train
139844,train
139855,train
139872,train
139884,train
139912,train
139930,train
139976,train
139977,train
139978,train
139996,train
139998,train
140006,train
140040,train
14004,train
140067,train
140079,train
14009,train
140100,train
140102,train
140117,train
14012,train
140148,train
140171,train
140187,train
14020,train
140210,train
140237,train
140262,train
140264,train
140296,train
140306,train
14030,train
140317,train
140335,train
140338,train
14034,train
140436,train
140497,train
14059,train
140605,train
140615,train
140658,train
140677,train
140678,train
140696,train
14072,train
14078,train
140817,train
140828,train
140830,train
140873,train
140882,train
140886,train
140901,train
140981,train
140986,train
140989,train
140996,train
141005,train
141012,train
141014,train
141043,train
141044,train
141068,train
141069,train
14108,train
141133,train
14117,train
141191,train
141201,train
141204,train
141206,train
141211,train
141217,train
141230,train
14123,train
141326,train
141329,train
141333,train
141342,train
141343,train
14134,train
141355,train
141369,train
141398,train
14148,train
141534,train
141536,train
141550,train
141594,train
141644,train
141658,train
141662,train
141664,train
141667,train
141679,train
141731,train
141770,train
141829,train
141846,train
141848,train
14185,train
141877,train
141878,train
141968,train
141995,train
141996,train
142014,train
142015,train
142034,train
142036,train
142041,train
142042,train
142044,train
142047,train
142057,train
14209,train
142184,train
142185,train
14218,train
142197,train
14219,train
142205,train
142227,train
14223,train
142250,train
142252,train
142281,train
142291,train
142294,train
142315,train
142341,train
142370,train
142371,train
142377,train
142407,train
142423,train
142467,train
142474,train
142501,train
142535,train
142550,train
142596,train
142608,train
14260,train
142628,train
142656,train
142661,train
142666,train
142680,train
142682,train
142693,train
142697,train
14269,train
142703,train
142714,train
142715,train
142717,train
142733,train
14277,train
1427,train
14280,train
142812,train
14284,train
142876,train
142890,train
142904,train
142924,train
14294,train
142953,train
142979,train
142994,train
142999,train
14300,train
143022,train
143023,train
14302,train
143041,train
14304,train
14305,train
143105,train
143196,train
14321,train
143230,train
143242,train
143247,train
143260,train
143262,train
143302,train
143321,train
143347,train
143367,train
143383,train
143436,train
143456,train
143487,train
14348,train
143506,train
143572,train
143575,train
143578,train
143579,train
143581,train
143634,train
143639,train
143659,train
143662,train
143670,train
143676,train
143691,train
143710,train
143717,train
143721,train
143726,train
14382,train
143850,train
14386,train
143911,train
143929,train
143930,train
143952,train
143953,train
144012,train
144041,train
144042,train
144093,train
144188,train
144205,train
144220,train
14422,train
144244,train
14425,train
144268,train
144273,train
144275,train
144278,train
144306,train
144308,train
144315,train
144316,train
144320,train
144321,train
144329,train
144347,train
14434,train
14435,train
144392,train
144437,train
144451,train
144515,train
14451,train
144530,train
144537,train
144544,train
144563,train
144621,train
144622,train
144638,train
144654,train
144655,train
144664,train
144681,train
144683,train
14468,train
144693,train
144764,train
144792,train
144812,train
144823,train
144826,train
144847,train
144848,train
144856,train
144863,train
144865,train
144870,train
144871,train
144877,train
144885,train
144925,train
144941,train
144946,train
144968,train
144984,train
144985,train
145003,train
145019,train
145028,train
145031,train
145032,train
145035,train
145039,train
145063,train
145070,train
145082,train
145099,train
145140,train
145156,train
145173,train
145274,train
145301,train
145313,train
145315,train
145320,train
145325,train
145333,train
145334,train
145335,train
145342,train
145345,train
145351,train
145362,train
145371,train
145373,train
145382,train
14549,train
145501,train
145524,train
145534,train
145553,train
145558,train
145596,train
145597,train
145620,train
145652,train
145656,train
145677,train
14567,train
145681,train
145692,train
145694,train
1456,train
145708,train
145723,train
145752,train
145755,train
145784,train
145822,train
145843,train
145850,train
145856,train
145864,train
145870,train
145885,train
145886,train
145897,train
145903,train
145908,train
145916,train
145917,train
145962,train
145976,train
145987,train
146002,train
146007,train
146020,train
146050,train
146051,train
146063,train
146070,train
146072,train
146077,train
146119,train
14616,train
146180,train
146195,train
146207,train
146211,train
146213,train
146237,train
146272,train
146310,train
146311,train
146313,train
146324,train
146346,train
146348,train
146353,train
146359,train
146400,train
146430,train
146452,train
146474,train
14647,train
146497,train
146552,train
146588,train
146594,train
146636,train
14665,train
146673,train
146681,train
14668,train
146711,train
146715,train
146721,train
146731,train
146739,train
146769,train
14676,train
146785,train
146797,train
146819,train
146821,train
14682,train
14683,train
146900,train
146906,train
146935,train
146944,train
146956,train
146965,train
14698,train
146992,train
147014,train
147019,train
147039,train
147084,train
147116,train
147122,train
147151,train
147164,train
147174,train
147188,train
147237,train
147243,train
147251,train
147265,train
147272,train
147273,train
147274,train
147291,train
147322,train
147323,train
147335,train
147341,train
147348,train
147361,train
147375,train
147376,train
147438,train
147445,train
147458,train
147489,train
1474,train
147543,train
147561,train
147579,train
147582,train
147620,train
147635,train
147645,train
147650,train
147655,train
147656,train
147673,train
147674,train
147679,train
147685,train
147709,train
147722,train
147775,train
147797,train
147806,train
147807,train
147813,train
147822,train
147824,train
147853,train
147864,train
147880,train
147904,train
147925,train
147944,train
147963,train
147970,train
147974,train
147980,train
147982,train
147989,train
148027,train
148058,train
148067,train
148084,train
148124,train
148127,train
148137,train
148144,train
148151,train
148182,train
148215,train
148265,train
148281,train
148291,train
148294,train
148299,train
148370,train
148390,train
14841,train
148475,train
148482,train
148483,train
148489,train
148519,train
148527,train
148528,train
148571,train
148598,train
148629,train
14863,train
148644,train
148647,train
148659,train
148660,train
148667,train
148677,train
148678,train
148681,train
148684,train
148686,train
148689,train
148694,train
148695,train
148738,train
148748,train
148767,train
148768,train
148772,train
148775,train
148788,train
148805,train
148814,train
148817,train
148821,train
148828,train
14883,train
148854,train
148862,train
148908,train
148910,train
148913,train
148915,train
148919,train
148931,train
148933,train
148962,train
148974,train
148982,train
148986,train
149024,train
149032,train
149058,train
149061,train
149094,train
149101,train
149126,train
14913,train
149143,train
14914,train
149158,train
149183,train
149193,train
149203,train
14920,train
149236,train
14923,train
149240,train
149248,train
149250,train
149276,train
149277,train
149343,train
149358,train
149371,train
149402,train
149409,train
149417,train
149447,train
149470,train
149474,train
149478,train
149489,train
149494,train
149497,train
149503,train
149524,train
149545,train
149546,train
14959,train
14960,train
14961,train
149626,train
149654,train
149663,train
149669,train
149722,train
149733,train
149751,train
149757,train
14975,train
149769,train
149773,train
149781,train
149793,train
149796,train
149801,train
149804,train
149807,train
149826,train
14982,train
149843,train
149863,train
149896,train
149908,train
149927,train
149961,train
149973,train
149999,train
150009,train
15001,train
150055,train
150056,train
150057,train
15005,train
150063,train
150067,train
150084,train
150089,train
150095,train
1500,train
150102,train
15010,train
150142,train
150145,train
150146,train
150150,train
150169,train
150182,train
150226,train
150252,train
150277,train
150293,train
150305,train
150307,train
150309,train
150319,train
150329,train
150356,train
150378,train
15037,train
15042,train
150446,train
150453,train
150457,train
150459,train
150481,train
150491,train
150540,train
150545,train
150580,train
150585,train
15058,train
150594,train
150606,train
150660,train
150672,train
150710,train
150744,train
150750,train
150754,train
15076,train
150779,train
150790,train
150796,train
150822,train
150824,train
150826,train
150827,train
150829,train
150830,train
150833,train
150838,train
150841,train
150845,train
150857,train
150868,train
150879,train
150884,train
150898,train
150932,train
150933,train
150936,train
150941,train
150948,train
150957,train
150958,train
150968,train
150978,train
150986,train
150987,train
151009,train
151015,train
151016,train
151033,train
151039,train
151058,train
151081,train
15108,train
151113,train
151140,train
151142,train
151143,train
151146,train
151152,train
151203,train
151213,train
151217,train
151229,train
151250,train
151257,train
151258,train
151270,train
151293,train
151304,train
15135,train
151368,train
151370,train
151373,train
151379,train
1513,train
151403,train
151404,train
151417,train
151419,train
151424,train
151436,train
151460,train
151463,train
151467,train
15146,train
151517,train
151518,train
151548,train
151567,train
151588,train
151593,train
151611,train
151619,train
151622,train
151642,train
151649,train
151660,train
151661,train
151673,train
151691,train
151699,train
151725,train
151731,train
151739,train
151742,train
151743,train
151758,train
151761,train
151763,train
151764,train
151769,train
151773,train
151790,train
151795,train
151815,train
151820,train
15182,train
151843,train
151882,train
151883,train
151901,train
151916,train
151926,train
151943,train
151949,train
151960,train
151971,train
151983,train
151986,train
151990,train
151993,train
151994,train
151998,train
152011,train
152025,train
152027,train
152030,train
152033,train
152039,train
152044,train
152050,train
152066,train
152079,train
152085,train
152086,train
152117,train
152128,train
152215,train
152262,train
152278,train
152299,train
152310,train
152312,train
152317,train
152322,train
152327,train
15232,train
152337,train
152342,train
152364,train
152373,train
152374,train
152375,train
152379,train
152385,train
15238,train
152393,train
152417,train
152423,train
152443,train
152471,train
152492,train
152499,train
152530,train
15253,train
152558,train
152559,train
152571,train
152576,train
152585,train
152593,train
152612,train
152627,train
152641,train
152646,train
152648,train
152653,train
152657,train
152666,train
152674,train
152675,train
152676,train
152691,train
152703,train
152741,train
152744,train
152748,train
152758,train
152784,train
152817,train
152862,train
152863,train
152882,train
152893,train
152915,train
152931,train
152939,train
152946,train
152957,train
152970,train
152975,train
152982,train
152984,train
152993,train
152,train
153000,train
153001,train
153002,train
153003,train
153020,train
153057,train
153062,train
153065,train
153151,train
153185,train
153202,train
153209,train
153210,train
153219,train
153226,train
153237,train
153251,train
153256,train
153258,train
153263,train
153265,train
153287,train
153293,train
15330,train
153316,train
153324,train
153341,train
153366,train
153395,train
153425,train
153474,train
153484,train
153486,train
153491,train
153508,train
15351,train
153539,train
153545,train
153547,train
153561,train
153565,train
153571,train
153581,train
153585,train
153592,train
153596,train
153627,train
153635,train
153645,train
153684,train
153691,train
153698,train
153736,train
153743,train
153774,train
153778,train
153789,train
153811,train
153824,train
153847,train
15385,train
153872,train
153908,train
153936,train
153937,train
153959,train
153980,train
153982,train
15398,train
154008,train
154036,train
154063,train
154064,train
154067,train
154069,train
154072,train
154083,train
154090,train
154096,train
154104,train
154108,train
15410,train
154112,train
154123,train
154128,train
154148,train
154150,train
154187,train
154196,train
154198,train
15419,train
154209,train
154222,train
154223,train
154226,train
154233,train
154257,train
154276,train
154277,train
154278,train
15427,train
15428,train
154290,train
154304,train
154305,train
154323,train
15432,train
154351,train
154356,train
154368,train
154369,train
154377,train
154384,train
154387,train
154397,train
154418,train
154422,train
154424,train
154429,train
154441,train
154446,train
154453,train
154455,train
154482,train
154492,train
154497,train
154501,train
154509,train
154510,train
154511,train
154553,train
154556,train
154574,train
154581,train
154599,train
154609,train
154632,train
154637,train
154642,train
154648,train
154659,train
154683,train
154699,train
154701,train
154706,train
154713,train
154722,train
154737,train
154757,train
15475,train
154767,train
154783,train
154819,train
154838,train
154872,train
